Year,Title,Director,Cast,Genre
1994,Ab To Aaja Saajan Mere,Rakesh A. Nahata,"kapoor,shalini,arvind,rom,joshi,manik","drama,romance"
1994,Amanaat,Raj N Sippy,"heera,rajgopal,kumar,dutt,sanjay,akshay","adventure,action"
1994,Andaz,David Dhawan,"kapoor,juhi,karisma,chawla,anil","crime,drama,action,comedy"
1994,Andaz Apna Apna,Rajkumar Santoshi,"kapoor,khan,tandon,karishma,khote,paresh,salman,shakti,viju,raveena,aamir,rawal",comedy
1994,Anjaam,Rahul Rawail,"rukh,khan,shah,madhuri,deepak,dixit,tijori","drama,thriller"
1994,Anokha Premyudh,Unknown,"kapoor,arun,aruna,irani,shakti","family,romance,drama,comedy"
1994,Anth,Sanjay Khanna,"somy,sunil,ali,shetty",action
1994,Aranyaka,Apurba Kishore Bir,"kapoor,mohan,gokhale,navni,sanjana,parihar",unknown
1994,Baali Umar Ko Salaam,Vasant R. Patel,"sadanah,beena,banerjee,chopra,tisca,kamal","drama,action,comedy"
1994,Bandit Queen,Shekhar Kapur,"pandey,seema,biswas,nirmal","biography,social"
1994,Beta Ho To Aisa,C.P. Dixit,"vikas,anand,asrani,anuradha",unknown
1994,Betaaj Badshah,Iqbal Durrani,"shatrughan,sinha,kumar,jay,raaj,mehta",unknown
1994,Brahma,K. Subhash,"ayesha,madhoo,govinda,jhulka",unknown
1994,Chaand Kaa Tukdaa,Saawan Kumar,"khan,sridevi,salman","drama,action,comedy"
1994,Chauraha,Sadaqat Hussein,"shroff,jackie,jeetendra,jayapradha",unknown
1994,Cheetah,Harmesh Malhotra,"bhave,chakraborty,ashwini,mithun",unknown
1994,Chhoti Bahoo,M.M. Baig,"vikas,beena,anand,bindu,banerjee","family,drama"
1994,Didi,Prakash Jha,unknown,unknown
1994,Dilbar,B. Krishna Rao,"nawaz,khan,mamta,kulkarni,raj,rishikesh","family,drama,romance"
1994,Dilwale,Unknown,"tandon,devgan,paresh,ajay,sunil,raveena,shetty,rawal",romance
1994,Do Fantoosh,"Sikander Bharti, Veerendra","sadashiv,vikas,babbar,anand,ishita,amrapurkar",comedy
1994,Drohkaal,Unknown,"shah,vasisht,puri,mita,naseeruddin,om",unknown
1994,Dulaara,Vimal Kumar,"kapoor,karishma,grover,gulshan,govinda",thriller
1994,Eena Meena Deeka,David Dhawan,"vinod,kapoor,juhi,chawla,khanna,rishi","crime,action,comedy"
1994,Ekka Raja Rani,Afzal Ahmad,"vinod,ayesha,bhave,ashwini,jhulka,khanna,govinda",unknown
1994,Elaan,Unknown,"akshay,madhoo,kumar",unknown
1994,Ganga Aur Ranga,Joginder,"chaddha,anita,sahila,chatwal,suresh,chopra",action
1994,Gangster,Dev Anand,"anita,ayoob,mamta,kulkarni,manu,gargi","action,drama,thriller"
1994,Ghar Ki Izzat,Kalpataru,"kapoor,anita,jeetendra,rishi,raj","romance,musical,comedy"
1994,Gopalaa,Akash Jain,"prem,chatwal,bindu,suresh,chopra",unknown
1994,Gopi Kishan,Mukesh Duggal,"kapoor,karisma,shilpa,shirodkar,sunil,shetty","crime,drama,action,comedy"
1994,Hanste Khelte,Bharat Rangachary,"rahul,aparajita,roy","drama,comedy"
1994,Hum Aapke Hain Koun..!,Sooraj R. Barjatya,"khan,reema,lagoo,anupam,madhuri,dixit,nath,renuka,bindu,salman,kher,alok,shahane",romance
1994,Hum Hain Bemisaal,Deepak Bahry,"shilpa,kumar,shirodkar,sunil,madhoo,akshay,shetty",unknown
1994,Ikke Pe Ikka,Raj Sippy,"prithvi,kumar,akshay,priya,shanti","action,comedy"
1994,Insaaf Apne Lahoo Se,Latif Khan,"shatrughan,sinha,suman,dutt,sanjay,shekhar","action,drama"
1994,Insaniyat,Tony Juneja,"mehra,chunky,nath,jayaprada,prem,aftab,vinod,tandon,bachchan,nutan,chopra,deol,kher,shivdasani,anupam,amitabh,pandey,alok,sunny,sonam,raveena","crime,action,drama"
1994,Ishq Mein Jeena Ishq Mein Marna,Miraq Mirza,"inamdar,shafi,divya,brij,gopal,dutta",romance
1994,Jai Kishen,Unknown,"akshay,jhulka,kumar,ayesha",unknown
1994,Jai Maa Karwa Chauth,Pradeep Pandit,"master,anand,kishore,bhanushali,ankit,banjara","fantasy,drama,history"
1994,Janam Se Pehle,B.R. Ishara,"babbar,sumeet,naaz,farah,saigal,raj",unknown
1994,Janta Ki Adalat,T.L.V. Prasad,"sadashiv,berde,asrani,laxmikant,amrapurkar",musical
1994,Jazbaat,Anant Balani,"suchitra,reema,lagoo,krishnamoorthi,rohit,roy",romance
1994,Juaari,Jagdish A. Sharma,"kohli,shilpa,shirodkar,arman,dharmendra",family
1994,Kabhi Haan Kabhi Naa,Kundan Shah,"rukh,suchitra,shah,khan,krishnamoorthi,naseeruddin",romance
1994,Karan,Shiv Kumar,"prem,dara,trishna,vindu,chopra,singh",unknown
1994,Khudai,Johny Bakshi,"deepika,madhavi,rajesh,khanna",drama
1994,Khuddar,Iqbal Durrani,"kapoor,govinda,karishma",action
1994,Kranti Kshetra,Raajiv Kumar,"chakraborty,bhatt,harish,pooja,mithun",action
1994,Krantiveer,Mehul Kumar,"patekar,dimple,mamta,nana,kapadia,agnihotri,kulkarni,atul","drama,romance"
1994,Laadla,Raj Kanwar,"kapoor,tandon,raveena,anil,sridevi",drama
1994,Laqshya,Bhagwan Thakur,"sujit,kiran,anand,kumar,tinnu",unknown
1994,Madam X,Deepak Shivdasani,"kapoor,khan,mohsin,rekha,shakti","crime,action,drama,thriller"
1994,Madhosh,Vikram Bhatt,"khan,dhawan,anjali,dilip,faisal,jatthar",unknown
1994,Maha Shaktishaali,K. Pappu,"ayesha,anupam,jhulka,kher,dharmendra",unknown
1994,Main Khiladi Tu Anari,Sameer Malkan,"khan,ali,saif,shilpa,kumar,akshay,raageshwari,shetty","action,comedy"
1994,Mammo,Shyam Benegal,"sikri,jalal,farida,surekha,phalke,amit",drama
1994,Mera Pyara Bharat,Rama Rao Tatineni,"kapoor,puneet,s,issar,chopra,sharad,tisca",action
1994,Mohabbat Ki Arzoo,K.C. Bokadia,"kapoor,bhave,bedi,zeba,ashwini,rakesh,bakhtiar,rishi","drama,action,romance"
1994,Mohra,Rajiv Rai,"shah,tandon,kumar,paresh,naseeruddin,sunil,akshay,raveena,shetty,rawal",action
1994,Mr. Azaad,T. Ramarao,"kapoor,aneja,ali,anil,ishrat,niki","musical,action"
1994,Naaraaz,Mahesh Bhatt,"sonali,chakraborty,bhatt,agnihotri,bendre,pooja,atul,mithun","crime,action,drama"
1994,Paramaatma,Bapu,"chakraborty,amrish,juhi,puri,chawla,mithun","fantasy,action,drama"
1994,Pathreela Raasta,Ajay Kashyap,"sadashiv,usgaonkar,dimple,varsha,kapadia,amrapurkar",action
1994,Pehla Pehla Pyar,Manmohan Singh,"kapoor,anupam,tabu,rishi,kher","action,crime,drama,comedy"
1994,Prem Shakti,Shibu Mitra,"kapoor,karisma,govinda,shakti","fantasy,romance,action,drama"
1994,Prem Yog,Rajeev Kumar,"kapoor,madhoo,shammi,rishi","family,drama"
1994,Pyar Ka Rog,Unknown,"bindu,behl,ravi","romance,comedy"
1994,Raat Ke Gunaah,Unknown,"shekhar,suman,archana,singh",unknown
1994,Raja Babu,David Dhawan,"kapoor,khan,prem,karishma,kader,chopra,shakti,govinda",comedy
1994,Saajan Ka Ghar,Surendra Kumar Bohra,"kapoor,juhi,deepak,chawla,rishi,tijori","family,drama"
1994,Saboot Mangta Hain Kanoon,Suraj Prakash,"kapoor,shashi,khan,anita,amjad,babbar,raj",action
1994,Salaami,Shahrukh Sultan,"samyukta,khan,jaffery,roshini,ayub",adventure
1994,Sangdil Sanam,Shomu Mukerji,"khan,manisha,salman,koirala",unknown
1994,Sholay Aur Toofan,N. Paryani,"premi,kiran,damini,kumar,raaj,priya",unknown
1994,Stuntman,Deepak Balraaj Vij,"ami,avtar,anand,ahluwalia,asthana,tinnu,singh","romance,action,drama"
1994,Teesra Kaun?,Partho Ghosh,"chakraborty,somy,ali,chunky,pandey,mithun","drama,comedy,thriller"
1994,Tejasvini,N. Chandra,"charan,deepak,raj,vijayshanti,malhotra","family,action,drama"
1994,Thanedarni,Surinder Kapoor,"swaroop,shikha",unknown
1994,The Gentleman,Mahesh Bhatt,"juhi,chawla,chiranjeevi",action
1994,The Law,Sushama Shiromanee,"urmila,kiran,matondkar,kumar,ajay,devgn",action
1994,Triyacharitra,Basu Chatterjee,"shah,sachdev,puri,naseeruddin,rajeshwari,om",drama
1994,Two Brothers,Unknown,"juhi,chawla",unknown
1994,Udhaar Ki Zindagi,K.V. Raju,"moushumi,chatterjee,jeetendra,kajol",unknown
1994,Ulfat Ki Nayee Manzilen,K. Ravi Shankar,"deo,seema,ramesh,agha",unknown
1994,Vaade Iraade,Kalpana Bhardwaj,"kharbanda,kulbhushan,mamta,kumar,aayuush,kulkarni",social
1994,Vayu,Velu Viswanandhan,unknown,unknown
1994,Vijaypath,Farogh Siddique,"tabu,ajay,suresh,oberoi,devgn","drama,romance"
1994,Woh Chokri,Subhankar Ghosh,"pallavi,neena,joshi,gupta",drama
1994,Yaar Gaddar,Umesh Mehra,"somy,khan,ali,saif,shweta",unknown
1994,Yeh Dillagi,Naresh Malhotra,"khan,kajol,ali,saif,kumar,akshay",romance
1994,Yuhi Kabhi,Kumar Bhatia,"master,anand,kumar,bhagwan,bhatia,tinnu","drama,comedy"
1994,Zaalim,Sikander Bharti,"akshay,madhoo,kumar",action
1994,Zakhmi Dil,Raju Subramanian,"bhave,ashwini,kumar,ravi,akshay,kishan","action,romance"
1994,Zamane Se Kya Darna,Bobby Raj,"tandon,nath,dutt,sanjay,raveena,alok",family
1994,Zid,Esmayeel Shroff,"sinha,mala,jay,mehta,raageshwari",unknown
1995,7 Days,Unknown,unknown,unknown
1995,Aashique Mastane,Ajay Kashyap,"vikas,bahl,mohnish,anand,maya,alagh",comedy
1995,Aatank Hi Aatank,Dilip Shankar,"khan,aamir,juhi,chawla","crime,romance"
1995,Aazmayish,Sachin Pilgaonkar,"anjali,kumar,rohit,jathar,dharmendra",unknown
1995,Ab Insaf Hoga,Harish Shah,"chaddha,vikas,chakraborty,sahila,anand,mithun",unknown
1995,Ahankaar,Ashim S. Samanta,"prem,chakraborty,bahl,mohnish,mamta,chopra,kulkarni,mithun",unknown
1995,Akele Hum Akele Tum,Mansoor Khan,"khan,manisha,aamir,koirala",romance
1995,Andolan,Unknown,"mamta,dutt,sanjay,kulkarni,govinda",comedy
1995,Angrakshak,Ravi Raja,"kharbanda,kulbhushan,bhatt,sunny,deol,pooja",unknown
1995,Anokha Andaaz,Lawrence D'Souza,"annu,asrani,bindu,kapoor",romance
1995,Anokhi Chaal,A. Salaam,"khan,amjad,divya,rana,suresh,oberoi",unknown
1995,Baazi,Ashutosh Gowarikar,"kulkarni,khan,aamir,mamta",action
1995,Barsaat,Rajkumar Santoshi,"twinkle,bobby,deol,khanna",romance
1995,Bewafa Sanam,Gulshan Kumar,"sagar,shilpa,shirodkar,kumar,krishna",drama
1995,Bombay,Mani Ratnam,"swamy,manisha,arvind,koirala","drama,romance"
1995,Coolie No. 1,David Dhawan,"kapoor,khan,karishma,kader,shakti,govinda",comedy
1995,Criminal,Mahesh Bhatt,"nassar,ramya,babu,koirala,nagarjuna,manisha,akkineni,grover,krishna,sharat,gulshan",unknown
1995,Dance Party,Unknown,"aakruti,raymond,raman,trikha,singh","musical,family,romance"
1995,Dil Ka Doctor,Avtar Bhogal Singh,"mahmud,babai,chowdhary,nimai,shabnam,bali",comedy
1995,Dilwale Dulhania Le Jayenge,Aditya Chopra,"khan,amrish,kajol,jalal,farida,puri,shahrukh",romance
1995,Diya Aur Toofan,K. Bapaiah,"chakraborty,khan,kader,bahl,mohnish,madhoo,suresh,oberoi,mithun","crime,science,fiction,thriller"
1995,Faisla Main Karungi,Anil Sharma,"sadashiv,danny,dalvi,denzongpa,sudhir,amrapurkar",action
1995,Fauji,Lawrence D'Souza,"master,babbar,chatwal,suresh,altaf,raj","crime,action,drama"
1995,Gaddaar,Deepak Sareen,"sonali,harish,kumar,sunil,bendre,shetty","romance,action,drama,thriller"
1995,God and Gun,Esmayeel Shroff,"shroff,jackie,kumar,raaj,gautami",unknown
1995,Guddu,Prem Lalwani,"deepti,khan,mehmood,koirala,naval,manisha,ali,khanna,mukesh,shahrukh",drama
1995,Gundaraj,Guddu Dhanoa,"ajay,devgn,kajol",drama
1995,Guneghar,Vikram Bhatt,"bhatt,ali,agnihotri,ishrat,pooja,atul",unknown
1995,Haqeeqat,Kuku Kohli,"tabu,ajay,aruna,irani,devgn",drama
1995,Hathkadi,Unknown,"govinda,shetty,shilpa",action
1995,Hulchul,Anees Bazmee,"vinod,amrish,kajol,puri,khanna,ajay,devgn",drama
1995,Hum Dono,Shafi Inamdar,"kapoor,patekar,bhatt,nana,rishi,pooja","musical,drama,romance"
1995,Hum Sab Chor Hain,Ambrish Sangal,"vikas,anand,birbal,aparajita",musical
1995,Inteqam Ke Sholay,Jagdish Gautam,"rita,bhaduri,gurbachan,jagdeep",unknown
1995,Jai Vikraanta,Unknown,"dutt,sanjay",unknown
1995,Jallaad,Unknown,"vikas,chakraborty,anand,sulabha,arya,mithun","action,drama,comedy,family"
1995,Janam Kundli,Tariq Shah,"vinod,jeetendra,khanna,reena,roy",unknown
1995,Jawab,Ajay Kashyap,"kapoor,prem,karishma,harish,kumar,khanna,raaj,chopra,mukesh",unknown
1995,Kalyug Ke Avtaar,Sham Ralhan,"reena,madhoo,jeetendra,roy","action,romance"
1995,Karan Arjun,Rakesh Roshan,"khan,rukh,shah,kajol,raakhee,amrish,puri,mamta,salman,kulkarni",action
1995,Kartavya,Raj Kanwar,"kapoor,juhi,sanjay,chawla",action
1995,Kis Kaam Ke Yeh Rishte,B. R. Ishara,"inamdar,shafi,swapna,rajesh,khanna",family
1995,Kismat,Unknown,"raakhee,govinda",unknown
1995,Live Today,Pradeep Maini,"bedi,rakesh,brij,berry,gopal,pankaj",drama
1995,Maa Ki Mamta,Manju Bansal Asrani,"rajni,bala,brahmachari,rita,bhaduri",drama
1995,Maidan-E-Jung,Unknown,"kapoor,akshay,karisma,kumar",unknown
1995,Mera Damad,Unknown,"jankidas,bhagwan,dutt,utpal,dada","drama,comedy"
1995,Milan,Mahesh Bhatt,"shroff,jackie,koirala,manisha,paresh,rawal","crime,action,romance"
1995,Naajayaz,Mahesh Bhatt,"shah,juhi,chawla,ajay,naseeruddin,devgn",thriller
1995,Naseem,Saeed Akhtar Mirza,"kango,kaifi,azmi,menon,kay,mayuri",drama
1995,Nazar Ke Samne,Jagdish A. Sharma,"sohini,kumar,ekta,farheen,akshay",family
1995,Nishana,Raj N. Sippy,"chakraborty,rekha,paresh,rawal,mithun","family,drama"
1995,Oh Darling! Yeh Hai India,Ketan Mehta,"khan,jaaved,deepa,sahi,jaffrey,shahrukh",unknown
1995,Paandav,Unknown,"prithvi,akshay,nandini,kumar",unknown
1995,Paappi Devataa,Harmesh Malhotra,"pradha,jaya,dharmendra,jeetendra",unknown
1995,Param Vir Chakra,Major Ashok Kaul,"malini,kharbanda,kulbhushan,saeed,hema,jaffrey",war
1995,Police Lock-up,Kishan Shah,"sadashiv,bharat,kapoor,irani,firoz,amrapurkar","crime,action,drama"
1995,Policewala Gunda,Pappu Verma,"mamta,reena,kulkarni,dharmendra,roy",unknown
1995,Prem,Satish Kaushik,"kapoor,tabu,deepak,sanjay,tijori",unknown
1995,Raasaiyya,Kannan,"n,roja,deva,nambiar,prabhu,m,selvamani",drama
1995,Raghuveer,K. Pappu,"shilpa,sunil,shetty,shirodkar",unknown
1995,Raja,Indra Kumar,"kapoor,tahil,madhuri,paresh,dixit,khanna,dalip,mukesh,sanjay,rawal",unknown
1995,Ram Jaane,Rajiv Mehra,"khan,juhi,mushran,chawla,vivek,shahrukh",unknown
1995,Ram Shastra,Sanjay Gupta,"bhatnagar,shroff,jackie,koirala,manisha,dipti",unknown
1995,Rangeela,Ram Gopal Varma,"khan,urmila,jackie,shroff,matondkar,aamir",unknown
1995,Ravan Raaj: A True Story,T. Rama Rao,"sheeba,chakraborty,paresh,aditya,madhoo,pancholi,rawal,mithun",unknown
1995,Rock Dancer,"V. Menon, Memon Roy","fox,samantha,chopra,ashwani,govinda",musical
1995,Saajan Ki Baahon Mein,Jai Prakash,"kapoor,tandon,sumeet,pran,rishi,saigal,raveena","family,drama,romance"
1995,Sabse Bada Khiladi,Umesh Mehra,"mohnish,mamta,behl,kumar,kulkarni,akshay",unknown
1995,Sanam Harjai,Saawan Kumar Tak,"simran,saadhika,himanshu",family
1995,Sanjay,Shahrukh Sultan,"kapoor,khan,sadashiv,sakshi,shivanand,shakti,ayub,amrapurkar",drama
1995,Sarhad: The Border of Crime,Mahendra Shah,"babbar,deepak,naaz,farah,raj,tijori","crime,action,drama"
1995,Sauda,Ramesh Modi,"vikas,kothari,sumeet,bhalla,neelam,saigal",romance
1995,Shanivrat Mahima,K. Kamleshwar Rao,"govil,bhanupriya,arun,shabnam",fantasy
1995,Surakshaa,Raju Mavani,"khan,bedi,divya,ali,saif,aditya,sunil,pancholi,monica,dutta,shetty",unknown
1995,Taaqat,Talat Jani,"vikas,kajol,shatrughan,sinha,naaz,bhalla,farah,dharmendra",unknown
1995,Takkar,Bharat Rangachary,"sonali,shah,naseeruddin,sunil,bendre,shetty",unknown
1995,Taqdeerwala,K. Muralimohana Rao,"asrani,venkatesh,tandon,raveena",unknown
1995,Target,Sandip Ray,"chakraborty,mohan,agashe,champa,barun",drama
1995,The Don,Farogh Siddique,"sonali,chakraborty,bendre,mithun",unknown
1995,The Gambler,Dayal Nihalani,"shilpa,grover,aditya,pancholi,gulshan,govinda,shetty",unknown
1995,Trimurti,Mukul S. Anand,"kapoor,rukh,khan,shah,jackie,shroff,tendulkar,anjali,anil,jathar,gautami,priya",unknown
1995,Vapsi Saajan Ki,Unknown,"bhave,khan,ashwini,shoaib,grover,pran,gulshan",unknown
1995,Veergati,K.K. Singh,"khan,divya,agnihotri,salman,dutta,atul",unknown
1995,Yaraana,David Dhawan,"kapoor,khan,kader,madhuri,babbar,dixit,shakti,rishi,raj",unknown
1995,Zamana Deewana,Ramesh Sippy,"khan,tandon,shatrughan,sinha,jeetendra,raveena,shahrukh",unknown
1996,Aatank,Prem Lalwani,"kishan,khan,malini,amjad,kader,ali,girish,nafisa,ravi,karnad,hema,dharmendra",action
1996,Agni Sakshi,Partho Ghosh,"shroff,jackie,patekar,koirala,manisha,nana","drama,thriller"
1996,Aisi Bhi Kya Jaldi Hai,Sachin Pilgaonkar,"sachin,mushran,saraf,vivek,pilgaonkar,arya,shrishti,ashok","romance,comedy"
1996,Ajay,Suneel Darshan,"kapoor,karishma,sunny,reena,sharat,deol,saxena,roy",action
1996,Angaara,Anil Ganguly,"sadashiv,hemant,bhagwat,suresh,birje,amrapurkar",unknown
1996,Army,Jatin Thakran,"shahrukh,danny,khan,mohnish,behl,ronit,denzongpa,sridevi,roy",drama
1996,Aur Ek Prem Kahani,Balu Mahendra,"aravind,heera,ahuja,anand,revathy,ramesh,sudhir,akshay,sushma,rajagopal",unknown
1996,Aurat Aurat Aurat,K. Vishwanath,"vinod,mehra,neeta,rakesh,rekha,aruna,roshan,irani,mehta",drama
1996,Bal Bramhachari,"Prakash Mehra, Beendhu Shukla","kapoor,deepak,karisma,rajkumar,puru,tijori",unknown
1996,Bambai Ka Babu,Vikram Bhatt,"khan,kajol,ali,saif,agnihotri,atul","action,romance"
1996,Bandish,Prakash Jha,"juhi,paresh,chawla,maruti,guddi,rawal","romance,drama,comedy"
1996,Beqabu,N. Chandra,"kapoor,amrish,puri,mamta,sanjay,kulkarni","family,romance,action,drama"
1996,Bhairavi,Arunaraje,"bhave,ashwini,sridhar,manohar,singh","musical,drama,romance"
1996,Bhishma,Jagadish A. Sharma,"chakraborty,harish,anjali,vani,jathar,viswanath,mithun",action
1996,Cha Cha Charlee,K. Balachander,"hassan,srividya,revathy,kamal",comedy
1996,Chaahat,Mahesh Bhatt,"rukh,anupam,shah,khan,ramya,bhatt,naseeruddin,krishna,pooja,kher","drama,comedy,thriller"
1996,Chall,Unknown,"shroff,jackie",unknown
1996,Chhota Sa Ghar,Kalpataru,"ajinkya,deo,azim,neelima,asrani",unknown
1996,Chhote Sarkar,Manoj Agarwal,"shetty,govinda,shilpa",drama
1996,Daanveer,T.L.V. Prasad,"chakraborty,vikas,anand,anusha,asrani,mithun","crime,action,drama"
1996,Daraar,Abbas-Mustan,"kapoor,khan,arbaaz,seth,juhi,lever,chawla,johnny,rishi,sushma","drama,thriller"
1996,Dastak,Mahesh Bhatt,"kapoor,mukul,dev,manoj,bajpai,sen,sharad,sushmita",thriller
1996,Dil Tera Deewana,Unknown,"khan,twinkle,ali,saif,khanna","romance,thriller"
1996,Diljale,Harry Baweja,"sonali,amrish,devgan,puri,grover,ajay,madhoo,bendre,gulshan",action
1996,Duniyaa Jhukti Hai,Unknown,"sadashiv,anupam,jamuna,kher,amrapurkar",unknown
1996,Dushman Duniya Ka,Mehmood,"khan,laila,jalal,farida,ali,jeetendra,mehdin,manzoor,salman,shahrukh",drama
1996,Dushmani: A Violent Love Story,Bunty Soorma,"shroff,jackie,koirala,sunny,manisha,deol","action,romance"
1996,Ek Anari Do Khiladi,Ravi Raja,"tandon,balakrishna,ramya,krishnan,raveena","drama,action,romance"
1996,Ek Tha Raja,Dayal Nihalani,"khan,kothari,ali,saif,aditya,sunil,neelam,pancholi,shetty",romance
1996,English Babu Desi Mem,Praveen Nischol,"sonali,rukh,khan,shah,bendre",romance
1996,Fareb,Vikram Bhatt,"khan,ranganathan,suman,gunaji,milind,faraaz",thriller
1996,Fire,Deepa Mehta,"da,shabana,nandita,azmi",social
1996,Ghatak,Raj Kumar Santoshi,"amrish,danny,puri,sunny,meenakshi,denzongpa,deol,seshadri,om","action,romance"
1996,Gehra Raaz,Ramesh Bedi,"babbar,salma,jamuna,agha,raj",unknown
1996,Great Robbery,Ram Gopal Varma,"arun,nagarjuna,govil,akkineni,paresh,rawal",unknown
1996,Hahakaar,Sudarshan K. Rattan,"anand,azim,neelima,akshay,chandni","crime,action,drama"
1996,Halo,Santosh Sivan,"dadachandji,sahil,rajkumar,santoshi,choujar,benaf",unknown
1996,Hasina Aur Nagina,Gautam Bhatia,"sadashiv,kiran,kumar,jagdeep,amrapurkar",unknown
1996,Himmat,Sunil Sharma,"tabu,sunny,shilpa,deol,shetty",action
1996,Himmatvar,Talat Jani,"bakshi,arun,gajendra,chouhan,dharmendra",action
1996,Hukumnama,B.R. Ishara,"khan,amjad,rajat,kumar,khanna,mukesh",unknown
1996,Hum Hain Khalnayak,R. Thakur,"rajni,bala,anand,kishore,bhanushali,arjun",action
1996,Hum Hain Premi,Ajay Dixit,"mahesh,anand,tinnu,bindu",romance
1996,Is Raat Ki Subah Nahin,Sudhir Mishra,"deshpande,smriti,tara,akhil,mishra",unknown
1996,Jaan,Raj Kanwar,"amrish,twinkle,puri,khanna,ajay,devgn","action,romance"
1996,Jagannath,Unknown,"khanna,mukesh,bijlani,reddy,sangeeta,ramus",action
1996,Jay Baba Pashupatinath,Satish Kumar,"shyam,awasthi,sudhanshu,rajdev,joshi,jamudhale",unknown
1996,Jeet,Raj Kanwar,"kapoor,khan,tabu,sunny,karisma,deol,salman",drama
1996,Jung,T. Rama Rao,"chakraborty,rambha,ajay,mehta,devgn,sujata,mithun",unknown
1996,Jurmana,T.L.V. Prasad,"bhave,chakraborty,ashwini,rambha,mithun",action
1996,Kalinga,Unknown,"shroff,jackie",unknown
1996,Khamoshi: The Musical,Sanjay Leela Bhansali,"khan,seema,patekar,koirala,manisha,nana,salman,biswas","social,romance"
1996,Khiladiyon Ka Khiladi,Umesh Mehra,"tandon,rekha,kumar,akshay,raveena",action
1996,Khilona,Deepak Pawar,"aditya,bedi,pancholi,monica",unknown
1996,Khoon Ki Pyasi,K.C. Handra,"khan,javed,ramesh,goyal,rita,bhaduri",horror
1996,Krishna,S. Deepak,"kapoor,sunil,shetty,karishma","action,romance"
1996,Laalchee,Raj N. Sippy,"avtar,karina,dhawan,grover,pran,anil,gill",drama
1996,Loafer,David Dhawan,"kapoor,juhi,farida,jalal,chawla,grover,anil,gulshan",comedy
1996,Maachis,Gulzar,"tabu,puri,chandrachur,singh,om","crime,war"
1996,Maahir,Lawrence D'Souza,"malini,naaz,farha,hema,govinda",family
1996,Mafia,Unknown,"somy,ali,asghar,ishrat",action
1996,Majhdhaar,Ismayil Shroff,"khan,manisha,salman,koirala",drama
1996,Masoom,Mahesh Kothare,"bakshi,ayesha,arun,jhulka,anand,sulabha,tinnu,arya",action
1996,Megha,Mohanjee Prasad,"kapoor,rahul,karisma,shammi,roy",unknown
1996,Mr. Bechara,K. Bhagyaraj,"kapoor,anupam,nagarjuna,akkineni,anil,kher,sridevi","drama,comedy"
1996,Muqadama,K.C. Bokadia,"vinod,khanna,aditya,maruti,pancholi,tanuja,guddi",action
1996,Muqaddar,T.L.V. Prasad,"moushumi,chakraborty,ayesha,jhulka,chatterjee,simran,mithun",unknown
1996,Muthi Bhar Zameen,Tinnu Anand,"danny,gaurav,kumar,dhillon,denzongpa,poonam",action
1996,Namak,Kawal Sharma,"fatima,sheikh,grover,dutt,sanjay,farah,gulshan",action
1996,Nirbhay,Unknown,"sadashiv,chakraborty,amrapurkar,bijlani,sangeeta,mithun",unknown
1996,Papa Kehte Hai,Mahesh Bhatt,"hingoo,jugal,amin,hajee,dinesh,hansraj",unknown
1996,Papi Gudia,Lawrence D'Souza,"kapoor,wadhavan,anand,karisma,avinash,tinnu","horror,thriller"
1996,Prem Granth,Rajiv Kapoor,"kapoor,prem,madhuri,chopra,shammi,rishi","social,romance"
1996,Raja Aur Rangeeli,K.S. Prakash Rao,"kulkarni,mamta","romance,comedy"
1996,Raja Hindustani,Dharmesh Darshan,"kapoor,khan,karisma,lever,johnny,aamir",romance
1996,Raja Ki Aayegi Baraat,Ashok Gaekwad,"mukerji,khan,rani,shadaab",drama
1996,Rajkumar,Pankuj Parasher,"kapoor,shah,madhuri,dixit,naseeruddin,anil","fantasy,thriller,drama,family"
1996,Rakshak,Ashok Honda,"sonali,kapoor,karisma,sunil,bendre,shetty",action
1996,Ram Aur Shyam,Raju Mawani,"divya,salaria,dutta,sidhant","crime,action,drama"
1996,Rangbaaz,Kanti Shah,"chakraborty,ali,jack,gaud,ishrat,mithun",action
1996,Return of Jewel Thief,Ashok Tyaagi,"dev,anand,kumar,dharmendra,ashok",crime
1996,Saajan Chale Sasural,David Dhawan,"kapoor,khan,tabu,kader,karisma,govinda","romance,comedy"
1996,Sanshodhan,Govind Nihalani,"joshi,manoj,bajpai,kishore,vanya,kadam",drama
1996,Sapoot,Jagdish A. Sharma,"kapoor,sonali,khan,karishma,kader,lever,kumar,sunil,johnny,bendre,akshay,shetty","drama,action,romance"
1996,Sardari Begum,Shyam Benegal,"amrish,sikri,kiron,puri,surekha,kher",drama
1996,Shastra,Sanjay Khanna,"danny,anjali,sunil,denzongpa,jathar,shetty",action
1996,Shikaar,Unknown,"urmila,matondkar,jackie,shroff",unknown
1996,Shohrat,Sathish Ranjan,"mahesh,asrani,anand,aparajita",unknown
1996,Smuggler,Ajay Kashyap,"reena,dharmendra,roy",unknown
1996,Spot Boy,Pasha P. Jung,"kiran,anand,babban,akshay,raj",unknown
1996,Talaashi,Unknown,"shroff,jackie,juhi,chawla",unknown
1996,Tere Mere Sapne,Joy Augustine,"pran,warsi,simran,chandrachur,gill,singh,arshad,priya","drama,romance"
1996,The Making of the Mahatma,Shyam Benegal,"rajit,kapur",biography
1996,The Square Circle,Amol Palekar,"sonali,faiyyaz,kulkarni,pandey,nirmal","music,drama,romance"
